serie,country,value,year
"People using at least basic drinking water services, urban (% of urban population)",France,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Gabon,89.955612174299,2020
"People using at least basic drinking water services, urban (% of urban population)",Gambia,90.0857382551338,2020
"People using at least basic drinking water services, urban (% of urban population)",Georgia,99.1392110923711,2020
"People using at least basic drinking water services, urban (% of urban population)",Germany,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Ghana,96.7434067050089,2020
"People using at least basic drinking water services, urban (% of urban population)",Gibraltar,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Greece,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Guatemala,97.5946121560337,2020
"People using at least basic drinking water services, urban (% of urban population)",Guinea,89.8420200208628,2020
"People using at least basic drinking water services, urban (% of urban population)",Guinea-Bissau,73.3946009390216,2020
"People using at least basic drinking water services, urban (% of urban population)",Guyana,96.2411388793104,2020
"People using at least basic drinking water services, urban (% of urban population)",Haiti,84.6226212860512,2020
"People using at least basic drinking water services, urban (% of urban population)",Honduras,98.9923838952069,2020
"People using at least basic drinking water services, urban (% of urban population)","China, Hong Kong SAR",100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Hungary,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Iceland,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",India,95.4029841258122,2020
"People using at least basic drinking water services, urban (% of urban population)",Indonesia,97.5042017822755,2020
"People using at least basic drinking water services, urban (% of urban population)",Iran (Islamic Republic of),98.6331218381272,2020
"People using at least basic drinking water services, urban (% of urban population)",Iraq,99.8087310300429,2020
"People using at least basic drinking water services, urban (% of urban population)",Ireland,95.4066797251747,2020
"People using at least basic drinking water services, urban (% of urban population)",Israel,100.0,2020
"People using at least basic drinking water services, urban (% of urban population)",Jamaica,95.3980159051281,2020
"People using at least basic drinking water services, urban (% of urban population)",Jordan,99.1467721099737,2020
"People using at least basic drinking water services, urban (% of urban population)",Kazakhstan,98.0007313274336,2020
"People using at least basic drinking water services, urban (% of urban population)",Kenya,86.4813302773902,2020
"People using at least basic drinking water services, urban (% of urban population)",Kiribati,86.8964098560961,2020
"People using at least basic drinking water services, urban (% of urban population)",Democratic People's Republic of Korea,96.9135104435711,2020
